4099,suġa,blueberry (Vaccinium uligunosum),,,,,,,,,,,,,,,,,,,,,,
4100,suġġa.luk,"possession, item ",,,,,,,,,,,,,,,,,,,,,,
4101,suġlut,nasal cavity,,,,,,,,,,,,,,,,,,,,,,
4102,suġruk-,"to ""go after"" someone who has wronged you, stolen from you, etc.",Aŋutmik suġruktuq.,S/he went after a man. ,Suġrugaa.,S/he went after him/her.,,,,,,,,,,,,,,,,,,
4103,suġruit,war party,,,,,,,,,,,,,,,,,,,,,,
4104,suiŋnit-,for there to be an unidentified animal odor,Suiŋnituq.,There is an unidentified animal odor about.,,,,,,,,,,,,,,,,,,,,
4105,sukka-,"(i) to go far, e.g. of a vehicle or passenger",Sukkaruq.,It is going fast.,Kaarat sukkaiqtut. ,The car is slowing down. ,,,,,,,,,,,,,,,,,,
4106,sukkait-,(i) to be slow,Sukkailaq.,It is slow.,,,,,,,,,,,,,,,,,,,,
4107,sukkazi-,"(i) to speed up, get faster",Sukkaziruq.,It is getting faster.,,,,,,,,,,,,,,,,,,,,
4108,sukkaa,How fast! Fast work! Quickly done!,,,,,,,,,,,,,,,,,,,,,,
4109,sukkit-,"(i) to step on a sharp object, to get a splinter (or something similar) in one's flesh",Sukkituŋa.,I got a splinter in my flesh.,,,,,,,,,,,,,,,,,,,,
4110,sukkiun,"splinter, sliver, foreign object which becomes lodged in flesh",,,,,,,,,,,,,,,,,,,,,,
4111,sukłuq,hair (single strand),sukłut,(pl.) hair,sukłutin,your hair (pl.),sukluga,My hair (pl.),sukłuit,his/her hair (pl.),sukłuzi ,your (pl.) hair (pl.),,,,,,,,,,,,
4112,suli,"more, also, again!",,,,,,,,,,,,,,,,,,,,,,
4113,sulialuguviik,sewing kit,,,,,,,,,,,,,,,,,,,,,,
4114,sulluq-,"to stop over on shore, of people traveling by boat (e.g. to eat)",Sullatut.,They(3+) are making a stop on shore.,,,,,,,,,,,,,,,,,,,,
4115,suluk,long wing feather,,,,,,,,,,,,,,,,,,,,,,
4116,suna,what?,,,,,,,,,,,,,,,,,,,,,,
4117,sunamiq-,(i) to have no more (esp. to have no more trump when playing cards),Sunamatuŋa.,I have no more trump.,,,,,,,,,,,,,,,,,,,,
4118,suŋaq,"bile, gall, gall bladder",,,,,,,,,,,,,,,,,,,,,,
4119,suŋaq-,"(i) to be green, blue",Suŋaqtuq.,It is green or blue.,,,,,,,,,,,,,,,,,,,,
4120,suŋaġaaqsi-,"(i) to become green with vegetation, of land",Suŋaġaaqsiruq nuna.,The land has become green.,,,,,,,,,,,,,,,,,,,,
4121,suŋaġniq,something bitter,,,,,,,,,,,,,,,,,,,,,,
4122,suŋauraaq-,(i) to say the rosary,Suŋauraaqtuq.,S/he is saying the rosary.,,,,,,,,,,,,,,,,,,,,
4123,suŋauraaqhiq,bead,,,,,,,,,,,,,,,,,,,,,,
4124,suŋauraaqilii-,to do beadwork,Suŋauraaqiliiruq.,S/he doing beadwork.,,,,,,,,,,,,,,,,,,,,
4125,suŋauraat,rosary beads,,,,,,,,,,,,,,,,,,,,,,
4126,suŋauraq,bead,,,,,,,,,,,,,,,,,,,,,,
4127,suŋaurat,bead necklace,,,,,,,,,,,,,,,,,,,,,,
4128,suŋauriuq-,to string beads,Suŋauriuqtuq.,S/he is stringing beads.,Suŋauriuġai.,S/he is stringing them.,,,,,,,,,,,,,,,,,,
4129,suŋiqtuq-,"(t) to encourage, exhort, tell someone to keep doing something",Suŋiqtuaa aŋun.,S/he told the man to keep it up.,Suŋiqtuiruq tuwiġanik.,S/he is encouraging people.,,,,,,,,,,,,,,,,,,
4130,suŋiqtuit-,(i) to be impatient,Suŋiqtuilaq.,S/he is impatient.,,,,,,,,,,,,,,,,,,,,
4131,suŋiqtuyu-,(i) to be patient,Suŋiqtuyuruq.,S/he is patient.,,,,,,,,,,,,,,,,,,,,
4132,suŋua-,to have hurt feelings,Suŋuaruq.,S/he has hurt feelings.,,,,,,,,,,,,,,,,,,,,
4133,supłuaq-,"to blow; to spout, of a whale",Supłuaqtuq.,S/he is blowing something.,Supłuaġaa.,S/he blew on it.,,,,,,,,,,,,,,,,,,
4134,suppaaluk-,(t) to wound with a rifle shot,Suppaalukaa.,S/he wounded it with a shot.,,,,,,,,,,,,,,,,,,,,
4135,suppun,"gun, rifle [sivi + un]",,,,,,,,,,,,,,,,,,,,,,
4136,suppuuġun,camp stove,Uqsruiruŋa suppuuġumik.,I am putting gas in the camp stove.,,,,,,,,,,,,,,,,,,,,
4137,supqaaq-,"to estimate the size, amount of something",Uumaŋa supqaaqtuq.,S/he estimated the size of this.,Supqaaġaa.,S/he estimated the size of it.,,,,,,,,,,,,,,,,,,
4138,suqqaq,baleen,,,,,,,,,,,,,,,,,,,,,,
4139,suqqutauŋit-,(i) to not matter,Suqqutauŋilaq.,It doesn't matter.,,,,,,,,,,,,,,,,,,,,
4140,suqqutigi-,to find important; to have something matter to one,Suqqutigiiga.,It matters to me.,Suqqutigiŋilaġa.,"It doesn't matter to me, I don't care what s/he does.",,,,,,,,,,,,,,,,,,
4141,sura,left of willow (Salix pulchra),,,,,,,,,,,,,,,,,,,,,,
4142,suraŋuaq,leaf tobacco,,,,,,,,,,,,,,,,,,,,,,
4143,suvi-,"to break up in spring, of a river; to shoot with a gun",Kuuk supsruq.,The river broke up.,Supsruq iŋminik. ,S/he shot himself/herself.,Suvigia.,I shot it.,Suppuuŋ!,Shoot it!,Suvizruŋ!,Shoot it!,,,,,,,,,,,,
4144,suvisaq-,"to shoot at, fire at",Suvisa.tuq.,S/he shot at something.,Suvisaaa.,S/he shot at it.,,,,,,,,,,,,,,,,,,
4145,suviŋa-,"(i) to slope, not be level; to not be connected",Suviŋaruq.,"It slopes, is not level.",,,,,,,,,,,,,,,,,,,,
4146,suvlaq-,"(t) to clean a narrow opening, e.g. pipe hole",Suvlaaa.,S/he cleaned it.,,,,,,,,,,,,,,,,,,,,
4147,suvlaun,"something used to clean a narrow opening, e.g. pipe cleaner",,,,,,,,,,,,,,,,,,,,,,
4148,suzaa-,"to understand speech, something spoken, understand another language",Suzaaruŋa.,I understand (what is said).,Suzaagigvin.,I understand you (what you say).,Suzaana.tuq.,It is understandable. ,,,,,,,,,,,,,,,,
4149,suzaġik-,(i) to be good news,Suzaġiktuq.,It is good news.,,,,,,,,,,,,,,,,,,,,
4150,suzaġnaluk-,to misunderstand what is said,Suzaġnaluktuq.,S/he misunderstood.,Suzaġnalukaa.,S/he misunderstood him/her.,,,,,,,,,,,,,,,,,,
4151,suzaqłiq-,to give news to someone,Tuwiġanik suzaqłatuq.,S/he gave news to people.,Suzaqłiaa.,S/he gave him/her news.,,,,,,,,,,,,,,,,,,
4152,suzaq,"ace, at cards [from Russian 'tuz']",sussat,(pl.) aces (at cards),,,,,,,,,,,,,,,,,,,,
4153,suzu-,(t) to envy,Suzugaa.,S/he envies her/him. ,,,,,,,,,,,,,,,,,,,,
4154,taak-,"to split or separate into layers, come unraveled; to remove the cover from a parka",Taaktuq.,It split into layers.,Taakia.,"I split it into layers, took the cover off the parka.",Taaksiruq.,S/he split something into layers.,,,,,,,,,,,,,,,,
4155,taaktiq-,"to remove a layer of something, to remove a layer of clothing",Taaktatuŋa.,I removed a layer of clothing.,Taaktiiga.,I took it (layer of clothing) off.,,,,,,,,,,,,,,,,,,
4156,taakti,doctor [from English],,,,,,,,,,,,,,,,,,,,,,
4157,taaliaq-,(t) to block the light,Taaliaġaaŋa.,S/he is blocking my light.,Taaliaqnaŋa.,Don't block my light!,,,,,,,,,,,,,,,,,,
4158,taalutaq,"curtain, windowshade",,,,,,,,,,,,,,,,,,,,,,
4159,taalutaq-,"to close the curtain, shade",Taalutaqtuŋa.,I closed the curtain.,Taalutaġaa.,S/he closed the curtain over it.,,,,,,,,,,,,,,,,,,
4160,taamnaguuqaaŋ,once upon a time,,,,,,,,,,,,,,,,,,,,,,
4161,taanaa,"one (used in counting, for example for the first arm's length when measuring rawhide line)",,,,,,,,,,,,,,,,,,,,,,
4162,taaŋaq,"liquor, alcoholic beverage",Taaŋa.tuqtuq.,S/he is drinking alcohol. ,,,,,,,,,,,,,,,,,,,,
4163,taaq-,"(i) to be dark; black; (t) to put someone in the dark, block someone's light",Taaqtuq.,It is black.,Taaġaaŋa.,S/he is blocking my light.,,,,,,,,,,,,,,,,,,
4164,taaġayaaq-,"(i) to be dark brown, almost black",Taaġaaŋa.,S/he is blocking my light.,,,,,,,,,,,,,,,,,,,,
4165,taaqsi,(i) to get dark,Taaqsiruq.,It got dark.,,,,,,,,,,,,,,,,,,,,
4166,taaqsilaqi-,(i) for one's eyes to be unaccustomed to the darkness (e.g. after coming inside on a sunny day),Taaqsilaqsruŋa.,My eyes are not used to the dark. ,,,,,,,,,,,,,,,,,,,,
4167,taaqsiliun,tar (used to blacken bearded sealskin hard soles),,,,,,,,,,,,,,,,,,,,,,
4168,taaqsivak,"African American, black person",,,,,,,,,,,,,,,,,,,,,,
4169,taaqsivaityaaq,someone who is half black,,,,,,,,,,,,,,,,,,,,,,
4170,taat-,"(i) to move up to a higher location, climb ashore from boat; to go north or to the north side of King Island; to return home from hunting",Sitkani taatuŋa.,I went up on shore.,Taasugvitaa.,Shall we go up?,,,,,,,,,,,,,,,,,,
4171,tablu,chin (see tavlu),,,,,,,,,,,,,,,,,,,,,,
4172,taggin,name of something [tai + n],,,,,,,,,,,,,,,,,,,,,,
4173,tagisaq,something long,,,,,,,,,,,,,,,,,,,,,,
4174,tagisau-,(i) to be long,Tagisauruq.,It is long.,,,,,,,,,,,,,,,,,,,,
4175,tagisauq-,"(i) to become long, get longer",Tagisauqtuq.,It got longer.,,,,,,,,,,,,,,,,,,,,
4176,tagitiglaaq-,(i) to measure the length of something,Tagitiglaaġiaa.,I measured its length.,,,,,,,,,,,,,,,,,,,,
4177,tagriq-,"(i) to fly around, circle overhead, fly in a flock",Tagratuq.,They are flying around overhead. ,,,,,,,,,,,,,,,,,,,,
4178,tagu-,"(t0 to check on, pay a visit to",Tagugaa.,S/he checked on him/her. ,,,,,,,,,,,,,,,,,,,,
4179,taguġaq,polar bear,taguqat,(pl.) polar bears,,,,,,,,,,,,,,,,,,,,
4180,taguġak-,to kill a polar bear in hunting,Taguġaktuq.,S/he killed a polar bear.,Taguġaŋnaqtuq.,S/he killed her/his first polar bear. ,,,,,,,,,,,,,,,,,,
4181,taguq-,to chew food for someone,Paipimik taguqtuq.,S/he is chewing something for the baby.,Niġimik taguġaa.,S/he chewed the meat for him/her. ,,,,,,,,,,,,,,,,,,
4182,"taġak, taġaq","blood vessel, vein, artery (some use final k (p.t.), some q (m.p.)",taġaak,"(dl.) blood vessels, veins, arteries","taġait, taġat","(pl.) blood vessels, veins, arteries",taġaġa,my blood vessels,"taġġan, taġain",your blood vessel,taġaa,his/her blood vessel,,,,,,,,,,,,
4183,taġaupik,edible shoot of narcissus plant,,,,,,,,,,,,,,,,,,,,,,
4184,taġġaq,"shadow, shade",taġġait,"(pl.) shadows, shades",taġġaa,"its shadow, the shade of it",,,,,,,,,,,,,,,,,,
4185,taġġa.tuq-,(i) to see one's own reflection,Taġġa.tuŋa.,I see my reflection.,,,,,,,,,,,,,,,,,,,,
4186,taġġa.tuun,mirror,,,,,,,,,,,,,,,,,,,,,,
4187,taġġit-,(i) to move into the shade; (t) to frighten animals with one's shadow,Taġġituq.,S/he moved into the shade.,Taġġigitka.,I frightened them away with my shadow.,,,,,,,,,,,,,,,,,,
4188,taġġumi,in the dark,Taġġumi sawituq.,S/he worked in the dark.,Taġġumun itiqtuq.,S/he entered a dark place.,,,,,,,,,,,,,,,,,,
4189,taġiuq,"salt; ocean; salt water, sea water",,,,,,,,,,,,,,,,,,,,,,
4190,taġiiq-,(t) to salt something,Taġiiġia.,I salted it.,,,,,,,,,,,,,,,,,,,,
4191,taġuaq,"traveling provisions, food for a journey",,,,,,,,,,,,,,,,,,,,,,
4192,taġuaq-,"to bring food on a journey, to bring traveling provision",Taġuaqtuŋa.,I brought food on a journey.,Taġuaġia (niġiksranik).,I brought along food for him/her on a journey.,,,,,,,,,,,,,,,,,,
4193,taġurit-,(t) to provide someone with food for a journey,Taġurigiga.,I provided him/her with food for a journey. ,,,,,,,,,,,,,,,,,,,,
4194,taġuumaaq-,(i) to fall noiselessly into the water,Taġuumaaqtuaq.,It fell noiselessly into the water.,,,,,,,,,,,,,,,,,,,,
4195,taġya.vak,king salmon,,,,,,,,,,,,,,,,,,,,,,
4196,tai-,"to utter, say (often a name)",Taigaa.,S/he spoke it.,Atqa taiga.,S/he spoke his/her name.,Iŋminik tairuq.,S/he spoke her/her own name.,Taisiruq.,S/he uttered something. ,,,,,,,,,,,,,,
4197,taiyuusiq,name of something,,,,,,,,,,,,,,,,,,,,,,
4198,taigun,"oil drum, barrel [from Eng. ""tank""?]",,,,,,,,,,,,,,,,,,,,,,
4199,taima,long ago: It's lost! It's ended!,,,,,,,,,,,,,,,,,,,,,,
4200,taimana,"that way, like that",,,,,,,,,,,,,,,,,,,,,,
4201,taimani,"this way, in this manner",,,,,,,,,,,,,,,,,,,,,,
4202,taimaŋainaq,suddenly,,,,,,,,,,,,,,,,,,,,,,
4203,taimau-,"(i) to take longer than expected, not be heard of for a long time",Taimauruq.,"S/he was not heard of for too long, did not come when expected.",,,,,,,,,,,,,,,,,,,,
4204,tainalak-,"to mispronounce, to say wrongly, badly, to almost say something (but not fully)",Tainalakaa.,S/he said it wrong. ,,,,,,,,,,,,,,,,,,,,
4205,takku*,"presence, within someone's sight (always possessed)",takkuani,in his/her presence,takkumni,in my presence,,,,,,,,,,,,,,,,,,
4206,takłi-,(i) to get longer,Takłiruq.,It got longer.,Takłiliġia.,I lengthened it.,,,,,,,,,,,,,,,,,,
4207,takłanit,big waves which hit the island when ice is forming in autumn (caused by storms to the south),,,,,,,,,,,,,,,,,,,,,,
4208,takpik-,(i) to have sharp vision,Takpiktuq.,S/he has sharp vision.,,,,,,,,,,,,,,,,,,,,
4209,takpiiq-,(i) to lose one's sight,Takpiiqtuq.,S/he lost her/his sight. ,,,,,,,,,,,,,,,,,,,,
4210,takpiit-,(i) to have poor vision,Takpiilaq.,"S/he sees only a little, has poor vision.",,,,,,,,,,,,,,,,,,,,
4211,taksatuq-,to call upon an animal spirit for help; (t only) to name someone for someone who as died,Taksatuqtuŋa.,I called upon an animal spirit.,Taksatuġia.,I named him/her for someone dead; I called upon it (animal spirit),,,,,,,,,,,,,,,,,,
4212,taksi-,"to win something, e.g. prize, money",Taksiruq.,S/he won something.,Manik una taksiaa.,S/he won this money. ,,,,,,,,,,,,,,,,,,
4213,taksiq,fog,,,,,,,,,,,,,,,,,,,,,,
4214,taksiq-,to be foggy,Taksatuq.,It is foggy.,Taksiaa.,It got foggy.,,,,,,,,,,,,,,,,,,
4215,taksiuq-,(t) to become foggy,Taksiuġaa.,It became foggy.,,,,,,,,,,,,,,,,,,,,
4216,taktuk,fog bank in the distance,,,,,,,,,,,,,,,,,,,,,,
4217,taktugziun,compass,,,,,,,,,,,,,,,,,,,,,,
4218,taliq,arm,,,,,,,,,,,,,,,,,,,,,,
4219,taliq-,"(i) to dance while sitting and moving the arms, do a ""bench dance"", usually done by women",Taliqtut.,They(3+) are doing a bench dance. ,,,,,,,,,,,,,,,,,,,,
4220,taliġmik-,to arm wrestle,Taliġmiktuk. ,They(2) are arm wrestling.,,,,,,,,,,,,,,,,,,,,
4221,taliġutat,"""forearm"" section of walrus foreflippers",,,,,,,,,,,,,,,,,,,,,,
4222,taliiyaq-,to break one's arm ,Taliiya.tuq. ,S/he broke her/his own arm. ,,,,,,,,,,,,,,,,,,,,
4223,taliqpik,right hand,,,,,,,,,,,,,,,,,,,,,,
4224,taliqpiu-,(i) to be right-handed,Taliqpiuruq.,S/he is right-handed.,,,,,,,,,,,,,,,,,,,,
4225,talit-,to vanish from sight; to remove something from sight,Talituq.,"It vanished from sight, went out of view.",Talitkia.,I removed it from sight. ,,,,,,,,,,,,,,,,,,
4226,tallimat,five,,,,,,,,,,,,,,,,,,,,,,
4227,Tallimaat,Friday (lit. fifth one),,,,,,,,,,,,,,,,,,,,,,
4228,tallimam ivia,one hundred,,,,,,,,,,,,,,,,,,,,,,
4229,talu,"shooting screen, shooting sail (Hunter hides behind this to conceal themselves when stalking an animal.)",,,,,,,,,,,,,,,,,,,,,,
4230,talugraaq,wire,,,,,,,,,,,,,,,,,,,,,,
4231,taluġi-,"(t) to be wary of someone, fear or find someone unapproachable",Taluġiiga.,I fear him/her.,,,,,,,,,,,,,,,,,,,,
4232,taluġna(q)-,"(i) to be unfriendly, stern",Taluġna.tuq.,S/he is stern. ,,,,,,,,,,,,,,,,,,,,
4233,taluġnait-,"(i) to be friendly, kind",Taluġnailaq.,S/he is kind. ,,,,,,,,,,,,,,,,,,,,
4234,taluqsraq-,"(i) to be wary or fearful of someone, to be respectful, diffident",Taluqsra.tuq tuwiġamik. ,S/he fears a person. ,,,,,,,,,,,,,,,,,,,,
4235,tamaakŋainaq,"suddenly, ""out of nowhere""",,,,,,,,,,,,,,,,,,,,,,
4236,tamalak-,"(i) to be scattered, dispersed, esp. of sea ice",Tamalaktuq.,It is scattered.,,,,,,,,,,,,,,,,,,,,
4237,tamalaniq,"floating ice, brash ice",,,,,,,,,,,,,,,,,,,,,,
4238,tamalaniq-,(i) to scatter of ice in spring,Tamalaniqtuq.,Ice is scattering.,,,,,,,,,,,,,,,,,,,,
4239,tamalaaniuq-,(i) to travel on water through broken ice,Tamalaniuqtut.,They(3+) travel through broken ice,,,,,,,,,,,,,,,,,,,,
4240,tamałhuq,dollar,,,,,,,,,,,,,,,,,,,,,,
4241,tammai-,to lose something,Tammairuq.,S/he has lost something. ,Tammaigia.,"I miss it, I have lost it.",,,,,,,,,,,,,,,,,,
4242,tammak-,(i) to travel toward land on the sea,Tammaktuq.,S/he is traveling inward.,,,,,,,,,,,,,,,,,,,,
4243,tammaq-,to lose something,Tamma.tuq.,It is lost.,Tammaaa.,S/he lost it.,Tammaigaa aakani maniŋnik.,S/he lost her/his mother's money.,,,,,,,,,,,,,,,,
4244,tamuq-,"to eat greens as one picks them, or raw as a snack; to chew something for another, as for a baby",Niġimik tamuqtuq migiqłimun.,S/he is chewing meat for a child.,Migiqłiq tamuġaa niġimik. ,S/he is chewing for the child. ,,,,,,,,,,,,,,,,,,
4245,tamua-,to chew,Niġimik tamuaruŋa.,I am chewing meat.,Niġi tamuagia.,I am chewing meat.,,,,,,,,,,,,,,,,,,
4246,tamuagaq,"mixture of berries, whipped reindeer tallow, fresh snow, seal oil, and sugar, also reindeer tallow and salmon",,,,,,,,,,,,,,,,,,,,,,
4247,tamuaq,something being chewed,,,,,,,,,,,,,,,,,,,,,,
4248,tamuaqataaq,chewing gum,,,,,,,,,,,,,,,,,,,,,,
4249,tamuarutit,meat grinder,,,,,,,,,,,,,,,,,,,,,,
4250,tanit-,"to wash something (e.g. dishes, pots, floor)",Tanituq.,It has been washed.,Tanitkiga.,I washed them.,Tanusugitka itigaga.,I want to wash my feet.,Tanisiruŋa.,I am washing things. ,,,,,,,,,,,,,,
4251,taniuġai-,(i) to wash,Taniuġairuŋa.,I am washing things.,Taniuġaitka.,I washed them. ,,,,,,,,,,,,,,,,,,
4252,taŋiq,greens or blubber eaten along with meat or fish,taŋiġit,(pl.) greens or blubber eaten along with meat or fish,,,,,,,,,,,,,,,,,,,,
4253,taŋiq-,"(i) to eat blubber, greens, with meat or fish",Taŋiqtuut.,"We(3+) are eating blubber with meat, fish.",Taŋiġiaa.,S/he is eating it with meat.,,,,,,,,,,,,,,,,,,
4254,taŋmak-,"(i) to come ashore, reach shore (of travelers by boat)",Umiqtuat taŋmaktut.,The boat travelers came ashore. ,,,,,,,,,,,,,,,,,,,,
4255,taŋmau-,"(i) to camp (typically, on the mainland) after reaching shore in boats",Taŋmaurut.,They(3+) (boat travelers) are camping on the mainland. ,,,,,,,,,,,,,,,,,,,,
4256,tapłik-,"to get soaked, for liquid to penetrate something",Quppiġaaġa tapłiktuq.,My jacket is soaked.,Kaliigat tapłigait.,The paper got soaked.,Quppuġaama tapłigaaŋa.,My coat soaked me.,,,,,,,,,,,,,,,,
4257,tapłikzaitkutaq,waterproof cover,,,,,,,,,,,,,,,,,,,,,,
4258,tapqaq,"shoreline, beach of mainland",Tapqaq puiruq!,"Land ahoy! (lit. The shoreline has surfaced;"" King Islanders say this when they first sight the mainland from their boats.)",,,,,,,,,,,,,,,,,,,,
4259,tapqa.naq,beach grass (used in basketmaking because of its strength),,,,,,,,,,,,,,,,,,,,,,
4260,tapqaq,heavy rope made from skin from the side of a female bearded seal,,,,,,,,,,,,,,,,,,,,,,
4261,tapsi,belt,tapsia,"my belt, his/he belt",,,,,,,,,,,,,,,,,,,,
4262,tapsiwik,top edge of pants where belt goes,,,,,,,,,,,,,,,,,,,,,,
4263,tapsrun,"strip between sole and body of mukluk, often bleached sealskin",,,,,,,,,,,,,,,,,,,,,,
4264,taqmaq,dress (woman's garment),,,,,,,,,,,,,,,,,,,,,,
4265,taqpaq-,"to widen an opening, to grow wider, to flare in shape",Taqpa.tuq.,"It grew wider, of an opening.",Taqpaiga.,I made it (opening) wider.,,,,,,,,,,,,,,,,,,
4266,taqpayuiŋa-,(i) to have flaring nostrils,Taqpayuiŋaruq.,S/he has flaring nostrils.,,,,,,,,,,,,,,,,,,,,
4267,taqqaruq-,to adjust a lamp wick,Nannimik taqqaruqtuq.,S/he adjusted the lamp's wick.,Naniq taqqaruġaa.,S/he adjusted the lamp's wick.,,,,,,,,,,,,,,,,,,
4268,taqqaruun,wick adjuster,,,,,,,,,,,,,,,,,,,,,,
4269,taqqiq,moon; month,Taqqiq naaġatuq.,The moon is full. ,,,,,,,,,,,,,,,,,,,,
4270,taqqiq-,for the moon to shine,Taqqatuq.,The moon is shining.,Taqqiaa.,The moon is shining.,,,,,,,,,,,,,,,,,,
4271,taqqiaġaq-,for the moon to shine,Taqqiaġa.tuq.,The moon is shining. ,Taqqiaġaaa.,The moon is shining.,Taqqiaġ.vakaa.,There is a bright moonlight.,,,,,,,,,,,,,,,,
4272,taqqazuun,calendar,,,,,,,,,,,,,,,,,,,,,,
4273,taqtau-,"(i) to be hard (not soft), of object",Taqtauruq.,It is hard.,Taqtauvaktuq.,It is very hard.,,,,,,,,,,,,,,,,,,
4274,taqtauq-,"to become hard, to harden",Taqtauqtuq.,It became hard.,,,,,,,,,,,,,,,,,,,,
4275,tarri-,"to scrub, wash (a surface, e.g. floors, walls, house)",Tarriruŋa.,I am scrubbing something. ,Natiġmik tarriruŋa.,I am scrubbing the floor,Ini tarriiga.,I scrubbed the house.,Atikut tarriiga.,I scrubbed the floor.,Natiqut tarriiga.,I scrubbed the floor. ,,,,,,,,,,,,
4276,taruqsi-,"to be twilight, for darkness to fall ",Taruqsiruq.,"Darkness is falling, it is twilight.",Taruqsiaa.,"Darkness is falling, it is twilight.",,,,,,,,,,,,,,,,,,
4277,tasrraq-,"to keep pushing, bumping or rubbing against something (from tati-)",Tasrra.tuq.,S/he keeps bumping against something.,Tasrraaŋa.,S/he keeps pushing me.,,,,,,,,,,,,,,,,,,
4278,tassit,cache for skin boat,,,,,,,,,,,,,,,,,,,,,,
4279,tatait-,(i) to be easily frightened or scared,Tatailaq.,S/he is easily scared.,,,,,,,,,,,,,,,,,,,,
4280,tatamaa-,"(i) to panic, not know where to run or where to escape to",Tatamaaruq.,"S/he doesn't know where to run, escape to.",,,,,,,,,,,,,,,,,,,,
4281,tatamit-,"to become very scared, terrified",Tatamituŋa.,I'm terrified.,Tatamigaa.,It terrified him/her.,,,,,,,,,,,,,,,,,,
4282,tati-,"(t) to be next to, touching, rubbing against; to jostle or bump against",Tatigaa.,"S/he jostled it, s/he is touching it or next to it.",,,,,,,,,,,,,,,,,,,,
4283,tatigiaq,ivory piece on harpoon shaft through which thing is slipped,,,,,,,,,,,,,,,,,,,,,,
4284,tatigirat,little pieces of ivory on round frame (azaluuk) to hold harpoon in place,,,,,,,,,,,,,,,,,,,,,,
4285,taitgraq,Sandhill crane,tatigzrait,(pl.) Sandhill cranes,,,,,,,,,,,,,,,,,,,,
4286,tatiktuq-,(i) to scrape the skin on part of one's body,Tatiktatuq.,S/he got a scrape.,,,,,,,,,,,,,,,,,,,,
4287,tatitu-,"(i) to be sedentary, fail to budge or move out of the way, not move to help when needed",Tatituruq.,S/he doesn't move out of the way.,,,,,,,,,,,,,,,,,,,,
4288,tattuq-,to be stuck in a narrow place; to be tight of clothing,Tattatuq.,S/he is stuck in a narrow place.,Tattuami aŋmatiġaa.,"When s/he got stuck, s/he enlarged it.",Tattuiga.,It is tight for me (e.g. clothing).,,,,,,,,,,,,,,,,
4289,tattuauti-,"to be crowded in, to move as a crowd or dense group",Tattuausrut.,They(3+) are crowded in.,Tattuautiaat.,"They(3+) swarm or crowd to get at it, they all crowd through it (e.g. door)",,,,,,,,,,,,,,,,,,
4290,tattuġun,"wedge, something used to tighten a gap",Tattuusiaa.,S/he put a wedge in it.,,,,,,,,,,,,,,,,,,,,
4291,tattui-,(i) to be constipated,Tattuiruq.,S/he is constipated.,,,,,,,,,,,,,,,,,,,,
4292,tattuun,wedge (put in to make something fit tightly),Tattuusiiga.,I put a wedge in it.,,,,,,,,,,,,,,,,,,,,
4293,tatuma-,"(i) to be closely packed, densely packed, close together, crowded",Tatumarut.,They(3+) are crowded together.,,,,,,,,,,,,,,,,,,,,
4294,taugaaqiq,tobacco [from English],,,,,,,,,,,,,,,,,,,,,,
4295,taugaaqiq-,(i) to smoke tobacco,Taugaaqatuq.,S/he is smoking tobacco. ,,,,,,,,,,,,,,,,,,,,
4296,tauġak-,"to strike, bump into harshly esp. with a vehicle (e.g. car, sled); to sting of a bee",Tauġaktuq navaaqtumun.,"S/he bumped into a tree with a sled, etc.",Tauġagaa.,S/he bumps into it.,Iipsaum tauġagaaŋa.,,,,,,,,,,,,,,,,,
4297,tauqak-,"to strike, bump into harshly esp. with a vehicle (e.g. car, sled)",Tauqagaa.,"It bumped harshly into her/her, struck him/her hard. ",,,,,,,,,,,,,,,,,,,,
4298,tauqsiq,"to barter, trade",Tauqsiġniaqtut.,They(3+) are trading.,Ammimik tauqsatuq.,S/he traded a skin.,Amiq tauqsiaa atigimun.,S/he traded a skin for a parka. ,Tauqsiġniaġait.,S/he traded them.,Tauqsiniaġiaqtatuq.,S/he went to trade something. ,,,,,,,,,,,,
,tauqsiuti-,to trade or exchange something,Tauqsiutiait.,They(3+) traded them.,Aglautinik tauqsiusruk.,"They(2) traded for pencils, exchanged pencils in trade. ",,,,,,,,,,,,,,,,,,
,taviq,something added to something,taviqsalugu,adding something to it,,,,,,,,,,,,,,,,,,,,
,tavit-,to fold over; to kill more than one animal with one shot,Tavituq.,It is folded over.,Tavitkaa.,S/he folded it over.,Tavitkaik.,"S/he killed two with one shot, or s/he folded them(2) over.",,,,,,,,,,,,,,,,
,tavita.tuaq,"jackknife, pocketknife",,,,,,,,,,,,,,,,,,,,,,
,tavlu,chin,tavlua,my chin,Tavluturuq.,S/he has a big jaw.,,,,,,,,,,,,,,,,,,
,tavluaq-,to hurt the chin,Tavluaqtuq.,S/he hurt her/his chin.,Tavluaġia. ,"I hit him/her on the chin, hurt his/her chin. ",,,,,,,,,,,,,,,,,,
,tavluun,chin tattoo,,,,,,,,,,,,,,,,,,,,,,
,tavra,That's it. That's all.,,,,,,,,,,,,,,,,,,,,,,
,tavrani,right now,,,,,,,,,,,,,,,,,,,,,,
,tavraŋasainaq,suddenly,,,,,,,,,,,,,,,,,,,,,,
,tavuti-,"to include someone, to take someone along",Tavutiaa.,S/he took him/her along; s/he included it with his/her things (e.g. took something of him with his/hers).,Tavutiikut.,We included him/her in our group.,,,,,,,,,,,,,,,,,,
